product_id,product_name,listing_price,sale_price,discounted_sale_price,brand,description,rating,reviews
CD7070-009,Jordan Mars 270,USD 0.00,"USD 14,995.00","USD 14,695.10",Nike,"Drawing inspiration from four classic Air Jordans, the Jordan Mars 270 is a modern-day remix that offers a heavy dose of heritage, plus an enormous Max Air unit and springy foam for non-stop comfort.",4.6,15
AO3095-100,Nike EXP-X14 SE,USD 0.00,"USD 11,995.00","USD 8,156.60",Nike,"Drawing inspiration from Nike running shoes such as the Nike Zoom Vaporfly Elite, the Nike EXP-X14 SE Men's Shoe races off the track and onto the street with a fast design and shape. Nike React technology delivers lightweight durability and a smooth feel, while the layered upper showcases Flywire cables and a bold ""Just Do It"" tagline.",5,2
AV4789-104,Nike M2K Tekno,"USD 8,995.00","USD 7,197.00","USD 4,893.96",Nike,"Drawing inspiration from the Monarch franchise, the Nike M2K Tekno combines real and synthetic leathers with textile for a layered look.",4.4,7
BQ5430-401,Nike Mercurial Superfly 7 Academy MDS IC,"USD 8,995.00","USD 6,297.00","USD 4,281.96",Nike,"Dream of speed and play fast in the Nike Mercurial Superfly 7 Academy MDS IC. The soft upper wraps your foot for a second-skin fit, while the rubber sole helps supercharge traction on the court or the street.",0,0
BQ5430-401,Nike Mercurial Superfly 7 Academy MDS IC,"USD 8,995.00","USD 6,297.00","USD 6,297.00",Nike,"Dream of speed and play fast in the Nike Mercurial Superfly 7 Academy MDS IC. The soft upper wraps your foot for a second-skin fit, while the rubber sole helps supercharge traction on the court or the street.",0,0
BQ5427-401,Nike Mercurial Superfly 7 Academy MDS MG,USD 0.00,"USD 8,995.00","USD 8,815.10",Nike,"Dream of speed and play fast in the Nike Mercurial Superfly 7 Academy MDS MG. A sleek upper is streamlined for pace, while the versatile plate supercharges traction.",0,0
BQ5427-401,Nike Mercurial Superfly 7 Academy MDS MG,USD 0.00,"USD 8,995.00","USD 8,905.05",Nike,"Dream of speed and play fast in the Nike Mercurial Superfly 7 Academy MDS MG. A sleek upper is streamlined for pace, while the versatile plate supercharges traction.",0,0
BQ5435-703,Nike Mercurial Superfly 7 Academy MDS TF,USD 0.00,"USD 8,995.00","USD 8,995.00",Nike,"Dream of speed and play fast in the Nike Mercurial Superfly 7 Academy MDS TF. The soft upper wraps your foot for a second-skin fit, while the rubber sole helps supercharge traction on turf.",0,0
BQ5435-401,Nike Mercurial Superfly 7 Academy MDS TF,USD 0.00,"USD 8,995.00","USD 8,995.00",Nike,"Dream of speed and play fast in the Nike Mercurial Superfly 7 Academy MDS TF. The soft upper wraps your foot for a second-skin fit, while the rubber sole helps supercharge traction on turf.",0,0
BQ5469-703,Nike Mercurial Superfly 7 Elite MDS FG,USD 0.00,"USD 24,995.00","USD 16,996.60",Nike,Dream of speed and play fast in the Nike Mercurial Superfly 7 Elite MDS FG. A streamlined upper combines with a Nike Aerowtrac zone for high-speed play and supercharged traction.,5,1
BQ5469-703,Nike Mercurial Superfly 7 Elite MDS FG,USD 0.00,"USD 24,995.00","USD 24,245.15",Nike,Dream of speed and play fast in the Nike Mercurial Superfly 7 Elite MDS FG. A streamlined upper combines with a Nike Aerowtrac zone for high-speed play and supercharged traction.,5,1
CJ1300-401,Nike Mercurial Vapor 13 Academy MDS IC,"USD 7,495.00","USD 5,247.00","USD 5,247.00",Nike,"Dream of speed and play fast in the Nike Mercurial Vapor 13 Academy MDS IC. The soft upper wraps your foot for a second-skin fit, while the rubber outsole helps supercharge traction on the court or the street.",0,0
CJ1300-401,Nike Mercurial Vapor 13 Academy MDS IC,"USD 7,495.00","USD 5,247.00","USD 5,247.00",Nike,"Dream of speed and play fast in the Nike Mercurial Vapor 13 Academy MDS IC. The soft upper wraps your foot for a second-skin fit, while the rubber outsole helps supercharge traction on the court or the street.",0,0
CJ1292-401,Nike Mercurial Vapor 13 Academy MDS MG,"USD 7,495.00","USD 5,247.00","USD 5,089.59",Nike,Dream of speed and play fast in the Nike Mercurial Vapor 13 Academy MDS MG. A streamlined upper combines with a specialised soleplate for high-speed play and supercharged traction.,0,0
CJ1292-703,Nike Mercurial Vapor 13 Academy MDS MG,USD 0.00,"USD 7,495.00","USD 7,495.00",Nike,Dream of speed and play fast in the Nike Mercurial Vapor 13 Academy MDS MG. A streamlined upper combines with a specialised soleplate for high-speed play and supercharged traction.,0,0
CJ1306-401,Nike Mercurial Vapor 13 Academy MDS TF,"USD 7,495.00","USD 5,247.00","USD 5,247.00",Nike,"Dream of speed and play fast in the Nike Mercurial Vapor 13 Academy MDS TF. The soft upper wraps your foot for a second-skin fit, while the rubber sole helps supercharge traction on turf.",0,0
CJ1306-401,Nike Mercurial Vapor 13 Academy MDS TF,"USD 7,495.00","USD 5,247.00","USD 5,037.12",Nike,"Dream of speed and play fast in the Nike Mercurial Vapor 13 Academy MDS TF. The soft upper wraps your foot for a second-skin fit, while the rubber sole helps supercharge traction on turf.",0,0
CQ9500-100,Nike ZoomX Vista Grind,USD 0.00,"USD 13,995.00","USD 13,995.00",Nike,"Edgy and fun—the Nike ZoomX Vista Grind is proof of the improbable, bringing you to a bold new place that's rebellious and forward thinking. Using recycled foam from the Nike ZoomX family, it takes Nike DNA and combines it with lightweight mesh, exaggerated stitching and a transparent window on the upper for a boldly modern look that's forward thinking.",0,0
AT5301-003,Nike React Sertu,USD 0.00,"USD 12,995.00","USD 12,605.15",Nike,"Emerging from The 10th, a new label that crosses tried-and-true workwear with Nike innovation, the Nike React Sertu blends handcrafted features with modern, technical elements. Borrowing elements from traditional moccasins and adding a touch of military-inspired detailing, it mixes utility with wearability, bringing a bold new look to the streets.",5,2
BQ4631-100,Kyrie 6 EP,USD 0.00,"USD 10,995.00","USD 10,995.00",Nike,"Engineered for Kyrie Irving's unpredictable creativity on the court, the Kyrie 6 focuses on comfort, control and energy return to help him go fast and stay fresh. Bouncy cushioning is paired with soft yet supportive foam for great responsiveness and a smooth heel-to-toe transition. The midfoot strap and plush, padded collar lock him in and help keep him a step ahead of the competition.",0,0
CT1099-093,Nike Mercurial Superfly 7 Elite SE FG,USD 0.00,"USD 24,995.00","USD 24,495.10",Nike,"Everyone starts somewhere and Kylian Mbappé started on the pitches in Bondy. With green and gold details celebrating his home district, the Nike Mercurial Superfly 7 Elite SE FG pays tribute to greatness. A streamlined upper and Nike Aerotrak zone combine for fast-paced play to blow past the competition.",0,0
CT1099-093,Nike Mercurial Superfly 7 Elite SE FG,USD 0.00,"USD 24,995.00","USD 24,995.00",Nike,"Everyone starts somewhere and Kylian Mbappé started on the pitches in Bondy. With green and gold details celebrating his home district, the Nike Mercurial Superfly 7 Elite SE FG pays tribute to greatness. A streamlined upper and Nike Aerotrak zone combine for fast-paced play to blow past the competition.",0,0
AR6374-402,Jordan Break,USD 0.00,"USD 1,995.00","USD 1,935.15",Nike,"Featuring a fixed strap over the top of the foot, the Jordan Break Slide features durable synthetic leather and lightweight foam cushioning for underfoot comfort.",4.2,5
CT5063-100,Nike Air VaporMax 360,USD 0.00,"USD 18,995.00","USD 18,995.00",Nike,"Featuring a full-length foam midsole and VaporMax Air unit, the Nike Air VaporMax 360 gives you a comfy ride with bold '90s style. Iridescent accents on the upper are combined with small Air Pod details for a fresh look with just enough flash.",0,0
CK2718-003,Nike Air VaporMax 360,USD 0.00,"USD 18,995.00","USD 18,235.20",Nike,"Featuring a full-length foam midsole and VaporMax Air unit, the Nike Air VaporMax 360 gives you remarkable underfoot comfort with bold 2000s style inspired by the Air Max 360.",4.1,10
CK2719-400,Nike Air VaporMax 360,USD 0.00,"USD 18,995.00","USD 18,615.10",Nike,"Featuring a full-length foam midsole and VaporMax Air unit, the Nike Air VaporMax 360 gives you remarkable underfoot comfort with bold 2000s style inspired by the Air Max 360.",2.2,5
414571-030,Air Jordan 13 Retro,USD 0.00,"USD 15,995.00","USD 15,995.00",Nike,"Featuring a panther-inspired design that takes after Michael Jordan's on-court presence, the Air Jordan 13 Retro is based on the OG model and has the same responsive cushioning and premium materials that made it famous in the '90s.",3.9,34
414571-030,Air Jordan 13 Retro,USD 0.00,"USD 15,995.00","USD 15,835.05",Nike,"Featuring a panther-inspired design that takes after Michael Jordan's on-court presence, the Air Jordan 13 Retro is based on the OG model and has the same responsive cushioning and premium materials that made it famous in the '90s.",3.9,34
AV4052-116,Air Jordan 1 Nova XX,USD 0.00,"USD 10,495.00","USD 10,075.20",Nike,"Featuring an internal 1/2 sleeve construction, the Air Jordan 1 Nova XX Shoe offers a snug fit without traditional laces. Underfoot, an Air-Sole unit at the heel provides lightweight cushioning that moves with you all day long.",5,1
AJ7695-100,Nike Air Max 90/1,USD 0.00,"USD 14,995.00","USD 14,995.00",Nike,"Featuring lightweight cushioning, the Nike Air Max 90/1 Men's Shoe updates the classic design lines of the 1990 original with modern details while maintaining the signature look.",0,0
BQ4632-602,Nike Offcourt,USD 0.00,"USD 2,495.00","USD 2,370.25",Nike,"Featuring Revive Foam, a super-soft foam designed to help you relax and recharge, the unrelenting comfort of the Nike Offcourt Slide is sensational. The innovative dual-layered foam and soft jersey lining on the strap ensure a gratifying full-foot experience. The iconic Air Force 1 pivot circle outsole and block lettering on the strap casually nod to heritage hoops.",4.3,4
AT3381-008,Jordan Proto-Lyte,"USD 7,995.00","USD 6,397.00","USD 6,397.00",Nike,"Featuring soft foam cushioning and lightweight, woven fabric in the upper, the Jordan Proto-Lyte is made for all-day, bouncy comfort.",2.4,5
310805-137,Air Jordan 10 Retro,USD 0.00,"USD 15,995.00","USD 15,035.30",Nike,"Featuring soft, lightweight cushioning, the Air Jordan 10 Retro offers performance-inspired comfort with iconic Air Jordan detailing.",4.7,223
AA8022-107,NikeCourt Air Zoom Zero,USD 0.00,"USD 11,995.00","USD 11,275.30",Nike,"Featuring the first full-length Zoom Air unit in NikeCourt history, the NikeCourt Air Zoom Zero delivers exceptional responsiveness and great court feel. Its fabric and synthetic upper with a customisable lacing system offers second-skin-like comfort.",3.8,4
AA8018-101,NikeCourt Air Zoom Zero,USD 0.00,"USD 11,995.00","USD 11,275.30",Nike,"Featuring the first full-length Zoom Air unit in NikeCourt history, the NikeCourt Air Zoom Zero delivers exceptional responsiveness and great court feel. Its snug-fitting upper and webbed lacing system offer second-skin-like comfort and lockdown.",4.3,10
CT1549-001,Nike Air Max 97,"USD 15,995.00","USD 9,597.00","USD 9,021.18",Nike,"Featuring the same ripple design of the OG that was inspired by Japanese bullet trains, the Nike Air Max 97 lets you push your style full-speed ahead. Taking the revolutionary full-length Nike Air unit that shook up the running world and adding fresh python print and reflective details, it lets you ride in first-class comfort.",0,0
CD7005-001,Nike Air Max Plus III,USD 0.00,"USD 15,995.00","USD 15,995.00",Nike,"Featuring the same Tuned Air technology that originally put it in the sneaker history books, the Nike Air Max Plus III updates the look with TPU fused to the upper while paying homage to the iconic colour fade.",5,1
AO1023-005,Nike Air Max 270 Flyknit,USD 0.00,"USD 15,995.00","USD 15,995.00",Nike,"Feel the Air, both above and below, with the Nike Air Max 270 Flyknit Men's Shoe. It features Nike's biggest heel Air unit yet, plus an ultra-breathable Flyknit upper that helps keep you cool when the temperatures rise. Classic colour combinations nod to iconic Air Max models of the past, delivering a modern, streamlined look that's rooted in Nike sneaker heritage.",4.4,10
CQ7619-700,Nike Daybreak,USD 0.00,"USD 9,995.00","USD 9,395.30",Nike,"Find throwback style and history etched into every detail. Following in the footsteps of the OG from '79, the marathon-winning Nike Daybreak is a blast from the past. Its iconic Waffle outsole combines with fabric in the upper and archival colourways for a heritage look.",0,0
CQ7620-001,Nike Daybreak,USD 0.00,"USD 9,995.00","USD 9,395.30",Nike,"Find throwback style and history etched into every detail. Following in the footsteps of the OG from '79, the marathon-winning Nike Daybreak is a blast from the past. Its iconic Waffle outsole combines with fabric in the upper and archival colourways for a heritage look.",0,0
CQ6549-001,Nike Air Max 270 Special Edition,USD 0.00,"USD 14,995.00","USD 14,095.30",Nike,Find unstoppable comfort in the Nike Air Max 270. The eye-catching Max Air 270 unit and Nike React foam midsole deliver cushioning that moves with you. A soft and minimal collar contours to your heel for an amazing fit. A glow-in-the-dark colourway celebrates the New Year.,5,1
